test_pred,train_pred
616.5726867675781,648.0087280273438
580.7335876464844,607.009033203125
657.4574279785156,520.6373901367188
657.1993408203125,616.05810546875
658.2028198242188,553.4423217773438
650.426806640625,590.159912109375
642.2524475097656,557.939453125
632.7042541503906,619.8722534179688
584.1449890136719,649.2481689453125
583.3394714355469,639.185791015625
615.5894104003906,594.2997436523438
642.8245849609375,641.3865356445312
632.9670654296875,602.3075561523438
608.0244262695312,653.6377563476562
596.4439392089844,575.4749145507812
582.711767578125,646.3068237304688
595.5579528808594,635.1823120117188
614.9866394042969,668.1643676757812
570.2881652832032,672.0653076171875
654.2973327636719,660.3292236328125
654.1166137695312,597.0214233398438
611.8862609863281,549.435791015625
546.0177734375,655.3796997070312
645.9907409667969,639.8870849609375
640.264990234375,514.0106201171875
634.4139099121094,584.5833740234375
662.2887329101562,653.1061401367188
663.6230224609375,625.1124267578125
657.9303588867188,619.5194702148438
614.3077209472656,594.115478515625
625.0599731445312,627.4968872070312
596.0476196289062,626.083251953125
593.2653198242188,561.8965454101562
642.1503112792968,591.7263793945312
553.473193359375,624.5369873046875
627.1236328125,618.6875
572.3731384277344,676.9842529296875
636.3479919433594,668.7573852539062
590.1767639160156,541.2052612304688
654.9645568847657,593.8867797851562
576.3894287109375,621.8756713867188
660.9663635253906,648.3478393554688
657.7165832519531,611.69970703125
608.9616516113281,654.4605712890625
587.2298706054687,639.3904418945312
626.0130859375,666.2522583007812
623.3811584472656,651.7843017578125
517.1797454833984,586.7181396484375
516.3242309570312,583.8158569335938
633.0950378417969,636.9395141601562
642.0750854492187,672.3425903320312
618.5789794921875,615.25390625
638.7837585449219,561.7057495117188
611.5741455078125,577.8435668945312
636.2876586914062,596.0034790039062
628.5505737304687,667.6882934570312
611.9092163085937,543.2117309570312
566.4309814453125,631.2284545898438
638.2579162597656,597.9575805664062
635.4026672363282,619.1826171875
621.3371643066406,562.495849609375
611.733642578125,597.0172729492188
595.1429016113282,657.6798095703125
611.3466491699219,574.443603515625
529.4912170410156,607.6829223632812
641.4179931640625,602.11083984375
582.7561767578125,631.8726196289062
643.9049377441406,643.533447265625
577.5924133300781,657.7710571289062
623.3241821289063,653.545166015625
656.3031372070312,609.8484497070312
650.2095764160156,643.77734375
582.2866943359375,633.120849609375
631.8270568847656,536.0077514648438
560.4662841796875,616.3023071289062
659.6126770019531,611.6884765625
632.68896484375,618.772705078125
663.0201782226562,635.5009155273438
653.0419067382812,597.3101196289062
655.1819213867187,602.5302124023438
648.7806335449219,511.7955322265625
640.6557006835938,607.223876953125
637.9605224609375,653.0361328125
651.6610229492187,614.076171875
577.9331420898437,644.17236328125
622.025537109375,623.830078125
629.7374389648437,609.6302490234375
632.2310119628906,621.6253051757812
634.6871765136718,641.9095458984375
645.8607604980468,579.8248901367188
624.9979858398438,555.6432495117188
667.8101013183593,579.0250244140625
654.9207763671875,659.6564331054688
628.9022644042968,670.4817504882812
566.3292602539062,611.88671875
613.2054931640625,649.1747436523438
618.4930480957031,613.6415405273438
582.9790710449219,593.1738891601562
660.6433898925782,652.8670043945312
610.0508117675781,617.3568115234375
658.9812072753906,617.8961791992188
634.6502380371094,611.2529907226562
584.4935913085938,621.7374877929688
647.6412963867188,619.7861938476562
665.87939453125,604.705078125
654.0561889648437,630.8994140625
641.6373657226562,545.7318115234375
620.3234436035157,638.9805297851562
552.8708618164062,638.5198974609375
587.8306823730469,622.724853515625
614.0086364746094,583.3253173828125
610.7179626464844,600.1049194335938
639.6105895996094,617.5462036132812
607.0010070800781,572.1030883789062
618.3471557617188,679.5380249023438
622.377294921875,596.5844116210938
580.5348266601562,653.5711059570312
552.234326171875,672.6082763671875
663.2429016113281,651.5487060546875
554.1637390136718,615.6047973632812
583.9921508789063,605.127685546875
656.0775146484375,639.9821166992188
611.4468994140625,637.263671875
648.3744201660156,624.6924438476562
639.6089172363281,595.7029418945312
618.2514587402344,561.8043212890625
555.6005859375,606.6038208007812
525.4305114746094,634.1634521484375
609.4698364257813,653.77978515625
608.5751708984375,523.5830688476562
652.8731628417969,651.7122192382812
590.1487243652343,661.9678344726562
661.1836486816406,661.79638671875
598.561962890625,616.9407958984375
646.8678161621094,631.1467895507812
575.5200805664062,527.913818359375
643.8950744628906,646.7267456054688
550.2773864746093,638.455078125
639.4190612792969,577.4684448242188
604.2578796386719,631.236083984375
537.796630859375,600.0984497070312
553.2395568847656,607.0857543945312
657.7080200195312,599.8565063476562
584.0969909667969,647.6378173828125
642.1477233886719,607.6396484375
551.3914733886719,587.6370239257812
631.2139526367188,655.0126342773438
573.6789672851562,611.3296508789062
594.1406066894531,631.2619018554688
645.350732421875,563.6732177734375
639.7358215332031,589.3021240234375
658.0397766113281,597.379638671875
646.0090942382812,609.7835083007812
606.8002624511719,662.4888916015625
649.393212890625,624.2462768554688
643.9133422851562,565.3641967773438
646.5175048828125,665.4426879882812
632.26279296875,686.3471069335938
662.6738464355469,632.650390625
616.0952819824219,630.877685546875
631.4673034667969,630.9833374023438
634.7231872558593,627.9837646484375
634.2895690917969,661.7892456054688
631.942041015625,617.6758422851562
608.2941650390625,573.2384643554688
595.07412109375,587.2352905273438
672.2097839355469,634.2154541015625
587.3373413085938,590.60693359375
647.4126586914062,613.0560302734375
559.1317321777344,599.5311279296875
661.9611450195313,636.0825805664062
633.0778747558594,652.8314208984375
670.1154846191406,483.45892333984375
642.0369873046875,641.6273193359375
615.8632995605469,661.6189575195312
630.2634338378906,577.8941040039062
659.8363830566407,657.5377807617188
570.6210693359375,675.308837890625
579.5635498046875,558.5861206054688
652.4053894042969,584.1818237304688
626.3199584960937,619.5887451171875
618.8080078125,642.6793823242188
652.8154663085937,606.2581787109375
588.488037109375,683.3743286132812
535.3549499511719,623.9464111328125
550.5571411132812,612.6444091796875
551.064501953125,640.925048828125
655.9672180175781,635.4724731445312
631.5687561035156,603.27978515625
646.6717529296875,652.6449584960938
616.5306823730468,623.5628662109375
597.9600708007813,644.9563598632812
580.5984497070312,559.44775390625
547.5659790039062,516.8392944335938
615.725,589.3136596679688
671.6168273925781,622.2215576171875
620.7833801269531,569.609375
629.2959533691406,609.879150390625
620.1994812011719,608.3536376953125
649.6961853027344,599.6282958984375
550.0580627441407,640.8109741210938
624.8078857421875,666.4107666015625
623.3157592773438,669.1964721679688
667.8208557128906,663.8599853515625
669.4285278320312,628.8872680664062
622.9373962402344,648.2904663085938
609.8747802734375,662.7371215820312
536.9402404785156,591.479736328125
648.6034240722656,583.5186157226562
647.7515747070313,656.091064453125
639.611669921875,549.537109375
621.2693786621094,631.7218017578125
603.5704895019531,605.04736328125
640.5419738769531,636.176513671875
559.3815979003906,595.6813354492188
616.5425048828125,612.2620849609375
648.33173828125,622.3173217773438
591.2105163574219,559.7488403320312
624.0289428710937,619.5341186523438
593.6530029296875,628.229736328125
642.6502258300782,623.5458984375
548.5572692871094,610.7265014648438
616.4116943359375,600.3265380859375
638.2433654785157,639.134521484375
607.5355407714844,669.1134643554688
642.2216247558594,670.7208862304688
663.7764282226562,632.7843017578125
596.9678527832032,632.4807739257812
546.1824279785156,609.2013549804688
618.3968383789063,528.0585327148438
640.024755859375,606.5680541992188
627.9165710449219,564.5479736328125
639.9966186523437,575.1937866210938
654.2607116699219,589.7377319335938
641.0907104492187,599.3214111328125
610.8703002929688,607.0621948242188
577.9539733886719,663.1914672851562
603.9018432617188,643.8489990234375
658.632373046875,600.2393798828125
556.9090393066406,638.2176513671875
654.3215698242187,573.79150390625
536.0167053222656,637.5299072265625
651.7483642578125,603.5449829101562
670.5446655273438,639.3880615234375
607.0222229003906,646.1046752929688
641.3272094726562,558.9141845703125
664.1143249511719,626.4238891601562
663.8930053710938,617.5635375976562
647.2981567382812,560.7603149414062
630.9557067871094,658.2265625
651.8472534179688,597.4085083007812
653.3229614257813,604.4577026367188
512.8630249023438,654.9168090820312
643.0926818847656,557.7732543945312
571.6423522949219,659.4091186523438
649.3375244140625,634.1219482421875
641.0636779785157,653.6607666015625
528.3281616210937,651.5074462890625
647.7077941894531,575.2115478515625
635.4086608886719,663.86474609375
627.8374389648437,566.5077514648438
660.4964416503906,600.2492065429688
665.3878295898437,600.5249633789062
629.2737365722656,627.4362182617188
547.3161804199219,563.0154418945312
674.7291198730469,655.3028564453125
564.2145080566406,588.9833374023438
619.2928405761719,583.1044921875
571.6755187988281,626.5601196289062
647.8693298339844,560.284912109375
644.4866088867187,639.56494140625
631.0648803710938,545.3876342773438
658.6519165039062,652.0350341796875
641.2638793945313,624.9749755859375
617.8197998046875,592.3460083007812
566.1248779296875,625.6438598632812
624.90244140625,646.0924072265625
644.3679992675782,656.2395629882812
644.8567687988282,657.1486206054688
663.1209167480469,627.6724243164062
677.0267211914063,554.012451171875
656.9573669433594,583.7957153320312
552.1511962890625,598.5220947265625
621.6086975097656,650.9237670898438
634.1009582519531,642.3594360351562
660.7748657226563,632.8279418945312
556.5028137207031,630.0214233398438
603.3824279785156,653.0875244140625
611.0680419921875,647.8256225585938
645.3076049804688,633.8507690429688
637.9612426757812,537.8582153320312
545.9633178710938,549.1906127929688
653.4866760253906,597.3486938476562
632.7899047851563,650.462158203125
580.5233764648438,640.9522705078125
615.4086120605468,613.448486328125
642.1084838867188,633.2570190429688
571.2442749023437,663.7930908203125
658.5397155761718,567.5114135742188
573.0393432617187,648.30322265625
619.8012756347656,624.069091796875
655.40634765625,552.0231323242188
624.6138854980469,616.7623901367188
617.7508911132812,607.4450073242188
600.9575256347656,662.3478393554688
613.2300659179688,527.9542236328125
669.4466674804687,620.9547119140625
543.5730651855469,574.9381713867188
634.6483032226563,523.344970703125
645.9430969238281,592.8295288085938
642.9551208496093,608.9990234375
568.9571411132813,637.5664672851562
627.5055725097657,642.2186889648438
614.6569580078125,676.9951782226562
606.1927307128906,631.1033935546875
590.1662475585938,637.1884765625
625.4330078125,561.8616943359375
644.3844543457031,589.0029296875
624.6520812988281,674.7808227539062
540.0219360351563,573.2886352539062
606.0886779785156,594.5087890625
659.3968872070312,623.2321166992188
644.1298278808594,625.5494995117188
619.3396789550782,549.2674560546875
637.2156433105469,518.736083984375
631.6563110351562,616.8916625976562
625.7025756835938,594.5707397460938
604.7797790527344,667.5037841796875
627.2242919921875,594.8346557617188
620.32666015625,609.279052734375
644.23662109375,631.1246337890625
636.0724304199218,623.20849609375
595.0754028320313,633.5927734375
648.9675964355469,615.4686889648438
572.7321594238281,634.160888671875
662.3695678710938,662.4912719726562
540.0180236816407,668.6826782226562
525.9533569335938,623.1388549804688
566.4454162597656,615.2198486328125
653.6735778808594,647.9392700195312
668.3435241699219,636.6358032226562
522.6627319335937,574.2897338867188
628.1518493652344,613.7125854492188
664.3139892578125,629.6508178710938
671.3493591308594,635.3488159179688
634.19609375,573.6727905273438
591.6928588867188,593.3243408203125
599.9713684082031,561.9426879882812
639.4207885742187,630.9566040039062
668.3895324707031,621.9220581054688
592.2842712402344,633.2105102539062
610.3126586914062,638.5081787109375
568.628564453125,569.2718505859375
588.9473937988281,645.1082153320312
588.8909973144531,636.9108276367188
618.746826171875,589.3824462890625
637.0828002929687,624.0890502929688
658.70576171875,578.802978515625
611.7784057617188,587.7049560546875
578.2987731933594,672.7078247070312
619.4760437011719,624.7359619140625
657.7457824707031,572.499267578125
658.8489440917969,632.8561401367188
657.031396484375,639.3606567382812
632.9895568847656,625.4931030273438
618.2913024902343,628.5987548828125
670.4930236816406,548.8369750976562
643.9792907714843,614.5403442382812
599.9583557128906,598.417236328125
630.2185974121094,657.794677734375
594.1867065429688,592.987548828125
611.8228820800781,655.2020263671875
676.140087890625,561.0162353515625
613.0061157226562,586.5326538085938
648.7424926757812,590.6175537109375
624.7905883789062,612.9008178710938
538.0080871582031,568.9122924804688
613.0892944335938,622.7578125
631.7686340332032,648.3140258789062
640.2401733398438,566.6360473632812
550.279736328125,647.9940185546875
608.6598327636718,657.5528564453125
635.5833740234375,635.2771606445312
643.1454284667968,626.1803588867188
642.046826171875,583.5945434570312
600.0843566894531,653.8187866210938
614.2941162109375,620.414794921875
574.954736328125,604.3056640625
632.0992614746094,647.536376953125
648.6585205078125,631.2557373046875
543.71376953125,656.0908813476562
621.0199462890625,577.9483032226562
621.497900390625,671.25732421875
657.7608154296875,601.7764282226562
637.4517700195313,590.5319213867188
612.6499572753906,655.8125
651.2496643066406,643.81640625
649.1390014648438,632.32958984375
634.9552062988281,560.806640625
545.3794799804688,651.9535522460938
555.2970458984375,606.8118896484375
649.8411254882812,598.1572875976562
664.0213928222656,559.78564453125
602.7915710449219,638.5343017578125
654.508837890625,594.1892700195312
596.3134216308594,582.4644165039062
596.6422424316406,595.6373901367188
587.9493408203125,668.1212768554688
637.2662780761718,651.4447021484375
493.8987609863281,603.6055908203125
533.1821899414062,672.3103637695312
553.3840209960938,653.1917114257812
625.6816955566406,597.8389892578125
635.4912048339844,607.5336303710938
615.4373657226563,608.3820190429688
609.9989379882812,627.1607055664062
637.1342529296875,643.4453125
631.5138244628906,618.5585327148438
642.1868713378906,630.196533203125
572.1724853515625,651.4229736328125
573.9461120605469,650.774658203125
632.1803955078125,612.202392578125
600.2363342285156,661.8179931640625
604.3842407226563,639.0368041992188
567.6242309570313,614.599609375
596.3323303222656,657.4630126953125
621.7889587402344,600.1905517578125
635.8848754882813,599.4138793945312
654.2315979003906,643.4691772460938
637.5028381347656,604.5184326171875
654.0683837890625,624.1604614257812
569.8396911621094,635.8701782226562
599.2431640625,640.385498046875
596.2458801269531,603.2810668945312
633.4261108398438,621.8836669921875
611.4437377929687,539.3423461914062
617.3194213867188,599.2587890625
645.0116455078125,589.1494750976562
643.255517578125,594.9298095703125
620.0942016601563,645.6714477539062
633.0152221679688,619.5919799804688
635.3715515136719,614.7870483398438
571.3863891601562,647.986572265625
652.2864379882812,638.5503540039062
618.0881652832031,579.373291015625
577.4338562011719,638.2337036132812
598.4409851074219,592.88623046875
643.9376403808594,606.8062133789062
667.6677551269531,571.7845458984375
