train_pred,test_pred
616.3354009329531,630.3045739609659
564.167398447847,612.3244982095226
638.4206040828103,618.6918099094677
654.1170742116757,565.1725840865605
605.1183164331782,648.2361538929516
577.0423625331524,621.9305603622149
624.3317113948146,633.6252994251633
652.0153299704342,599.6114537936484
655.2551422084009,653.4497114178972
604.2540191125122,551.3763500218755
580.6348723896773,647.871302816721
571.1756801388818,640.8855391055205
651.418739496102,643.4864717024118
651.0913081155712,610.5587681642938
613.626310637675,643.393318004473
656.4335949802654,661.7247393940685
632.4106667619178,592.3181945041716
615.8717539929928,603.9720317149507
606.519213779929,578.7449554597988
655.5480782359454,549.7002061993117
535.5318867212458,644.3192173138189
657.3782306424845,538.0948516501796
642.1081548635136,664.7761096082593
650.9767929347241,568.5403447106016
643.4251911639344,642.8767016587972
508.3838206438165,578.8779994338679
585.687437985862,526.9099329630852
663.9201589069481,675.0780226945968
617.5893930436923,644.7221007138357
658.1732506464417,652.4354994268258
576.6154371092777,635.3063935416533
669.4749565208314,629.8276140147401
554.3735088110095,578.8309131632827
599.4361525429683,621.2270658352174
580.9357027553909,638.4073619518404
594.5913676127196,610.5606848133923
629.0456270288234,627.1275367233036
543.1332773939487,640.0018001809487
653.1262927185226,640.1584588659692
590.6660508390908,572.6090647276909
623.5832967008312,650.9379021991114
516.3821708306759,658.2340693462116
563.1080371588669,666.283078291819
651.4810392209934,656.3382649120038
634.5315879172821,620.2124188743204
614.155515344158,610.3325626134834
616.0146539718182,658.7268118865538
616.8553507942778,543.4578534173656
622.633631179785,603.2425257383253
666.2936838877698,648.8492296294598
594.2659025481232,649.8791100956246
568.8613185218992,613.2275895505601
638.8275306928588,660.0156489701974
644.9053730722272,634.0705108536779
675.7283722940035,672.40025390266
654.3076655266914,643.9294440705374
635.0382857042133,659.1624976198848
654.4139525199577,644.0115613067599
578.6999888875462,526.5217410189139
667.3030014036763,629.9856173898862
635.2224944045931,628.4290382703517
642.7858037232434,590.4655326593632
655.0420285403694,603.3046296038542
650.7759966592564,563.4696869005911
633.7534322386822,615.8828975747776
560.4715326818687,570.1981424844536
625.3386706693062,601.953641302788
667.3452114457144,648.0367940731946
624.4402602743987,639.4484654314118
641.7352022550688,599.7576440874258
641.2651318791881,620.146749474803
644.2974835622626,568.5449388126373
645.918613145771,643.7421392199874
556.0790570745926,606.8319570539819
580.1679901340498,639.8227894982698
623.7951710482075,600.9072869581082
626.2036025433285,679.5538635828846
589.8190807738544,590.6229633486422
623.6861082867104,592.9126853339715
625.6727944136669,626.1445884153428
643.4375103682447,652.1779647939976
658.0941753118691,582.7778505574928
653.4995093228847,647.468545199434
525.4740452937613,644.7444990385384
640.8671576339227,649.9115110780006
617.7546378910944,647.990226148349
632.1895277095769,518.4060015330908
652.7851702034488,634.2701575353493
633.2852945687623,524.4242166931207
633.9352652434519,613.3739700173358
625.3080272606587,646.7254819478826
580.4627706527301,647.3258166138796
531.8288338876333,667.195430856138
639.8771517082238,616.4024445820975
604.8134070473451,599.2782076432088
589.5855208212344,625.0419979169626
612.1963890914557,618.8771369376221
653.4043536557622,641.5195426165046
579.1677299280052,632.7574272675349
652.8228563295536,668.3377072869527
582.7101691492251,613.4504383338582
578.9362110209165,625.0875930236899
630.3378734153671,666.1034004434916
666.6039457975911,629.2246395517454
646.2030844581013,528.2509580100278
643.9862071106384,661.384819588946
687.1123591259495,661.7669155647272
620.4783522825562,615.3548234300587
631.8754832055661,636.380738071202
639.3339835533881,672.3671645601984
621.8570268659026,660.3623365844994
647.9961816060228,660.0186386862683
585.6709795607632,561.0340664788807
588.4751625115707,663.8982472357809
579.5064428695048,585.4166614700557
665.791463140775,637.4799617909483
651.8072553924457,575.9856082091414
567.9593885980518,668.9951152360711
595.7887480669489,616.6335939246089
662.0236149360868,626.7168903794968
581.0222818341763,666.3177655436042
538.5823770860666,641.7711536269532
545.7303083321439,654.8114898710588
638.2486888434402,656.083130471127
654.3403260346055,567.8086599926692
587.0329865842667,567.2661893959538
632.2351308140488,608.5367673569493
618.6530766508122,656.5781814248954
635.4945292993168,581.081020653473
639.2696894971631,620.2897033443317
683.7599892868315,621.0849199366178
662.7507583144522,546.8354786319642
539.2921679266886,625.5934632681503
609.4707781752911,569.4861607895377
651.0162653391516,647.8316455439754
592.3836456348233,597.7874368707137
591.1796500204565,630.084588863223
645.2666616047006,578.9436479156286
593.5646935989604,667.1307720827481
629.3234409247833,586.3815455347789
546.5603884012278,608.9994678292121
645.3088836926216,611.2613362357517
613.8941744979717,543.2940509723645
616.3403011438037,566.2082856875599
644.2642824625599,537.6279503446518
607.4148050360931,635.7011427863393
618.7813101301701,566.4607191182794
625.1888079966792,618.8343602774654
559.7695662077349,610.7923788075634
596.2821834250637,615.319715406137
674.3571029694175,619.085486421548
630.4687184613234,563.9195001855388
651.1533020244016,656.2949482160043
587.4901806331743,652.8654432157722
555.0306489840005,627.505315658397
601.0634019255392,535.1199054700269
583.7551270292395,610.681867045752
653.5996459594384,577.514429270376
541.0784703197164,633.8672916459323
548.4396234350628,666.8679561107466
552.09145452991,620.7310908791961
607.296095608615,658.4732133004934
551.3902986532038,596.0672749046469
619.7746795324613,657.3052197910489
621.1539533162564,614.5417547234715
636.0185760795056,653.3327375776214
567.3717107727178,632.9217886943876
611.1057202171443,615.7961889359328
614.8480730952416,656.0781676884503
631.6021440361931,569.3729852688401
659.4513283092663,644.2108921828218
659.655164707927,599.5409219481038
599.7005291731346,642.7432289431341
535.0473453731678,620.6570329754558
623.1413494570187,642.3349746652812
587.3311160832217,656.5291146256355
592.9480338002371,666.8128083981744
585.9843269580513,662.4976560679712
598.1499288795169,627.952153614299
649.0373994036468,612.7730537366826
644.0952625418863,488.2882814591277
581.5191342925343,597.5093444088245
668.2142046994976,634.0325957454512
583.7112750995593,630.7811919286066
641.189968268173,592.3992931653813
590.2021643109055,635.40589748172
625.4149375910641,671.6387924331246
580.7366541506459,639.2550251655299
567.923903276863,632.678750010775
617.9689012194095,644.0323206648202
673.7607235662721,645.344479390678
572.555959701661,566.6443007547696
608.1025410698163,632.15021419954
648.7038252087384,645.071899055014
625.4455405497642,577.6121034957429
624.5554186921048,591.6997267784096
656.7974572374837,645.4093147318583
638.7083730948367,627.7122999973462
544.1235435586062,599.0536750286935
656.5668457320754,658.4646946050725
654.3083476910908,648.7425471885272
636.0760839580703,623.2456667265476
641.8472250113339,644.7388255147602
638.830371884293,646.3037988993896
624.0579482301027,621.2413118193457
602.3858112317607,659.445016659609
633.3203015287045,580.183880674937
659.4423422788838,598.6369291720042
641.236719113243,604.9795426179245
558.7172088255976,546.4529590883516
579.5245535833719,616.3694815191376
596.7013695335166,625.2981654661178
603.382718153534,582.5915878649829
650.5940614436159,574.1263974178872
632.7194573894324,630.2347745890363
610.206963525915,594.2690830132593
651.5082350267332,565.3649533815786
528.1041655338562,659.3965531266875
637.9993402711827,609.2270508511066
628.7651969683354,638.8984635630175
528.4623773824834,638.1841788275084
660.6451116122205,603.753406286726
648.093483561834,659.1448753965567
611.1799312553957,574.2532595089936
609.5917762102637,590.7027746281782
645.9636249022939,607.0882079416093
619.069931259529,634.9437402941657
637.5876020672225,612.4354242579232
603.1276977036007,560.3273346795548
632.4469664359726,668.2460845552407
660.6443911651567,644.8583105586974
644.4798189380926,565.8982769719281
652.9489795215712,652.6988877026375
611.0116446421891,656.6747368634124
607.3137671180846,642.6805240968957
661.0051654455558,637.6360660814778
639.5967935536987,653.0530347034363
587.9349963217221,602.1730188663432
623.3313361847752,658.7965286984562
610.4231292105011,511.57047536474266
578.1480351035048,636.3615588540554
644.9391526560022,617.7621724467424
543.8111264069044,578.182863238597
599.5184547686017,580.4876919359892
660.5239640093679,569.3342762681557
624.5406203608028,661.1238366343047
587.5058422436083,631.9295739206748
646.6753742264659,611.5895420007297
634.5004340076921,678.0631507752857
608.2989057791174,639.877195252765
606.5224949151002,665.3999223975904
598.1638475465656,652.9414983982734
610.0932838426739,631.7790425193468
627.2085331380766,650.9845062119957
642.9779460214403,548.0088167899127
650.0218509277956,658.9693869386622
609.1663090870883,653.6139068371174
658.2635726900544,675.422424396578
613.9282380954097,639.7600988624642
608.3827871831827,631.0413270317995
646.1120512612431,616.1663326675471
613.0349451573887,649.0519662662272
673.8664769962273,632.9331304615549
619.936198271941,559.1047324873514
630.5032617256453,644.2422692695133
629.7439289598523,645.4386185238169
659.7154864839661,629.5542663328981
641.8408243598724,625.2896092088647
605.6225845792743,601.9499310692815
645.6683684353824,571.8218753187155
677.517909200192,648.4632141665084
565.0551006716663,601.6978440477396
613.5671381136193,563.0826844431905
622.8420921842535,615.6760685513815
509.0872723058597,675.33204563855
610.6712646107161,594.2844026613877
636.4357971523734,615.7963430546237
618.4562278092975,640.8663613288114
560.0607182988961,646.1145811091794
646.1869351903448,548.9871903772561
638.6521603297095,641.6320608596792
660.3224553733994,643.3821428462168
650.4318741987018,652.3461384042081
642.6460120143713,656.7180389053938
652.5795283735918,590.0331932004609
600.259030697628,599.3517846585145
618.527898722432,638.752708350622
638.5777205785058,656.4009012122289
547.9843534840961,498.5194172077155
610.781352492458,617.0197024195052
628.8846787038339,551.1736341018177
619.6867911834987,528.4571441945125
632.0880926993357,608.030881068936
541.4273502160777,653.7543732805319
661.836490691408,644.105187400354
611.1577114564429,641.4652676886404
664.6447801237315,664.9264200474972
586.8617203028907,638.3959833784588
651.0151621370295,663.7834985348351
683.4898478886566,576.1803767952413
614.0985076612355,648.1020493871932
602.4600002633423,651.9622033416222
631.7396980717257,602.2558662355046
656.2921210048555,590.5546292663907
646.759988890972,657.6546748344674
588.4355824736837,640.9571761580505
672.6053191510364,598.589634326577
646.5582836268246,590.4845965849165
645.358100025608,650.6141534295176
631.4486019501919,568.498145580643
537.8359065322783,680.8562294835538
605.8470954131889,635.2644627693198
603.5595172317262,630.4980256523268
621.8203659928914,667.0364911237227
558.3109825214591,573.2128172695091
639.9138788622339,513.2557221669792
624.6644692141116,637.0781412361373
661.3858916654045,669.0735403116258
638.8482074645864,617.0409368494727
561.6931240780686,591.5042774303677
645.8831245357977,582.9759390475389
635.8101415326485,559.8495074632077
649.018391395836,651.8857788431117
626.8606198305516,630.3627545446645
552.2491334513232,644.0222357278519
558.6905058172127,605.9769548429462
636.1364993073429,632.4255481492008
638.224347493946,649.3120510867035
640.1535699794526,638.4170125966511
605.2564301953839,516.9308940767875
634.8987182053573,614.798067888144
628.7424255607256,629.116589222748
644.7626627353823,585.8341963894596
670.3017747391842,654.7956476084131
666.682858746146,623.004825741996
562.0237694185953,636.6651299121099
615.8673288006171,656.3267093433063
559.5217054346789,569.7370592178333
570.8307451285131,665.3948671094549
530.040224033435,615.3853704830062
600.7312630740587,582.6447293619179
614.7897820883276,643.0677479408536
641.6378199169218,660.863169007011
543.0590615566487,565.2425938771889
653.4459828459811,607.9978244432189
661.9491597917253,630.491889605539
670.0219896538531,667.0987175340504
648.7350849086642,650.9594021478678
560.4808257208352,641.1792626353653
637.7324123976304,609.2250184880343
643.9996271418312,671.2733393992064
624.1008216570251,585.5673350076365
598.0570859056041,536.0261329624198
648.9966951315162,629.6825386708177
646.8950308848437,613.1788756432395
621.7751838966788,622.9763948036586
602.4542922101447,645.6902679599425
656.6206312341259,592.6405074480939
632.4668132567336,610.6820992546407
540.1871554923466,658.8306951574912
630.6649550879077,575.316684340048
653.6158040603162,649.5185372568205
625.4652607957728,665.5111120113477
602.6808019722284,670.4855911363012
647.310259028799,672.3981768004675
640.1166965390341,666.3831747359042
535.6258527523241,633.6428134398703
560.8877442805242,556.6113206363699
663.557989162177,627.960566441446
654.8051592071865,618.1928772242115
584.1347839901904,637.0526184974509
647.4573492162609,618.1803132864198
609.3070023978953,575.705935806745
520.3313217870887,657.7912527644314
619.3398061693729,658.4554509652004
546.2785261810614,660.0369707321621
593.8255691777582,649.7588831338379
564.000833869629,645.1171222267909
629.9960795843012,633.6450669612674
648.7345234828613,583.1374737093973
646.9052021383903,582.645242554966
607.7185370666805,618.5560850676604
644.0874358973102,643.4167715700306
606.9294324744591,634.6817677243206
655.1354942246232,609.8215968737043
575.4303583286561,596.3564724695802
652.1297415407191,581.3932077229131
636.8225658521741,596.3883147223812
669.6578517722328,617.014230500207
673.1246098782323,569.6237487155652
661.9690627642531,654.4891476104411
599.0513475244264,653.6885535032252
550.0316218647667,613.4389272900394
654.4182632290032,540.4941187381343
640.2465688701748,648.969853735308
520.4691203912156,641.4961861460189
588.5652351487324,637.3311803427342
653.7858074685422,664.0223051259376
626.3381799685819,664.131030219546
617.3365413445848,658.2139335133586
598.5428343052354,611.7275292878874
625.3944013977476,629.2498492384977
625.999675518297,595.851339913565
570.7141721923138,596.5544285962023
592.5106869720905,644.3256735400857
627.7793916855486,552.7747457218451
616.0906169884355,630.6571694517919
676.8790180413685,572.8297026789376
666.4142659075533,637.2655404031581
545.0381818468454,590.1238461914896
597.5297833502659,654.6239870090425
627.2427405493831,582.3990799556324
647.9243696087632,662.0340486597454
614.8891448722123,658.1692870735316
654.7698725805707,608.1777307807508
641.9454422997233,585.8604697573867
669.5226486647009,625.8767780628457
648.411252303758,621.9108865744872
586.5434596722496,518.1104166525124
587.2732914128607,522.4485637328252
637.486801370415,633.6902415851882
675.182238036518,644.7939212867036
614.7589970980705,618.9514365290088
558.351931394516,641.3193252707564
571.8488296754799,616.4271681522112
600.9731842835843,635.6786743365844
665.792453298654,631.5186353293888
546.8407498777615,615.3059412721449
638.7679359881173,567.999799707566
601.5772151726094,637.2999101298612
617.751781061203,639.1284135248427
557.951867090598,622.4358886506841
599.48056918957,616.6023634966225
658.0754154411098,593.956825855821
580.3417015376023,613.6637051513502
610.1096047729976,529.91708130229
594.4404783892592,643.0092025665929
635.9874856928468,582.2385492651179
648.3399151282289,644.9747869604944
658.0766480323616,581.4193826394564
654.8956391643234,619.614915501877
612.7232718418237,656.6766680860089
650.2806781557144,651.1996927762495
624.8482215178707,582.1645805629308
543.4596737508795,632.9700925827067
617.3303600701661,562.8547622513022
610.0180742801199,658.8845294353089
622.5784088737421,636.4727824878829
639.3773402856611,661.4772136726524
598.2762014573716,655.3987613339079
604.964415765325,656.9946261358314
518.4650671716697,647.5433054410413
606.0972542025087,639.233235711264
655.1811484648109,637.6288005680299
611.8885883450116,650.9456339170027
641.935103809646,578.1930572670051
620.7756973726666,621.8964383949303
609.6730266431688,631.7163916428005
617.0059479532777,630.152788210719
641.9855719217121,634.910266744236
586.0731131685457,647.6420756719524
557.7399744319774,627.2828563115706
575.5144027917179,670.852436015175
658.9829675590763,654.7812804187212
670.5535177246297,629.3051495252682
612.8158361578938,569.3148768710828
650.9604782290919,612.4051657831146
610.4736535886237,619.1725755775564
590.5688018258463,584.256443082937
653.1463006728773,660.4098353507084
610.0107159481428,615.5372106768882
618.0138466656987,661.6846853186923
609.5914339332747,637.4719438353926
620.8485939502232,583.0086442039332
623.1883170754056,650.4549247156912
611.3935813020754,665.5983109278776
627.7004945838453,654.8280880509865
548.0993609555048,643.3985180029106
641.9301523103262,622.0357598620418
639.1195225638143,549.7408195910672
624.4057503006782,578.1035799003687
588.1292379601854,618.5406946705886
598.6352880074663,609.1307844733367
621.3680189240755,640.3863548156793
575.8884571941386,611.3369974422851
680.9643303489905,621.4754544690943
598.9379149198755,621.4470931944968
653.7889014554333,584.3551770074357
673.1576149213271,558.1261716174813
649.0944984140938,658.8056849826304
616.7061573441912,560.2348525590533
603.7556754588458,582.0426231428004
642.866677778489,654.2148136856865
635.1385616230899,614.5113056694705
621.641563516386,654.4310480417018
595.4648507721864,640.4121331400861
549.120410504789,624.1244335464253
605.8434236109927,563.4513989634886
633.2285716169132,533.2810401590881
654.4649136244874,613.6754936897185
528.1326598594235,607.5962264549457
654.0641024176923,649.7440328569802
660.3397535346414,592.2476787875826
662.6723680095001,661.0076379690106
619.8843496091471,599.3794077911093
628.1226928461097,646.6429366314985
531.0101936083944,576.0592473957182
644.3188198350132,643.8707834488836
639.3466101851058,552.7639684418339
575.4095797262188,641.2349651404459
633.1986955382519,604.072798598748
599.2465797827421,539.9926086530456
607.7782954541452,554.6445709877403
595.7170772524146,656.5000510683957
647.2813165217934,575.101013843921
611.213630344626,641.3601402392115
579.9192271127946,553.3241484049234
652.8033732606349,631.8674854766031
613.7943598837815,576.252159402808
629.5283334898176,594.6967190862684
571.1205010952422,643.9967410283411
592.9333359695331,638.8044813056057
601.0410841743544,660.3535919608922
616.0244018392762,647.6412689231014
666.2726568248166,605.622623440057
626.6840910570946,649.8222705296687
568.6815138672995,639.8443885373915
673.5742127231179,645.0761117628196
688.8388583722474,634.195260584386
636.6475565178362,663.856009855562
634.6979423307574,617.198851122724
630.929157783204,632.7420803525758
628.0091752726486,637.5725830202714
659.8196190332518,636.8162206110808
624.4460319002801,632.8049202402823
569.0040297959766,616.6942460754238
586.0207204632309,596.9316318606599
637.5717567589609,674.2963502165721
588.3170036006944,586.3234709585245
616.2406931844273,648.1070844827102
605.6329660775849,559.6057713609882
637.268450164289,660.9499364601178
652.5651077367274,635.9014700011097
488.1826876508438,666.7919755908356
646.0037333109804,642.1953686692257
658.8245108467651,617.4866367424258
586.2205318429876,628.7598805360205
658.6141804347717,662.6214969843455
675.2084902985399,564.5441740478798
566.6191180394209,579.1096017798282
585.4457360902518,653.0260373887036
628.9683581031892,623.5037651016343
643.1805333485074,620.2040916070353
614.0510398754001,654.3613211978233
688.6473482116885,586.9135112989213
621.4016847640751,537.2963678973349
618.133015712817,555.3031768067698
642.0057325851113,553.6075675061616
632.6441673318786,657.5635130184182
606.7321306222901,633.37394460191
655.7141114378336,647.0526572036335
629.9122099024531,619.1798353280615
646.7465389642118,606.7050868978497
570.7109659330224,578.5281589050758
526.1012131949869,546.7733757727381
591.5925351448853,618.4310982509911
625.4136544260019,674.6665184446066
570.4621706544696,622.7716498210227
617.6783166440484,631.5319318709994
613.8452694847235,619.1450926091436
598.8829197751303,648.4051860333509
638.4398847093993,546.7137578947433
663.3099505266224,625.4167478457116
673.7748927748373,624.222572354363
670.3313248247499,668.3247574088537
630.5835145609683,675.733919454461
649.8151974841116,623.6604073979164
659.9130550959227,607.5991149132701
586.1634511388164,536.3957573492994
580.3546578467607,647.7079129577936
660.950661681908,648.4936890978222
551.2811801610752,636.0916951805898
634.8202915538611,625.2710443704598
609.6170827798809,601.5020451109406
640.1093453195531,641.417636251321
596.1932626851111,557.3229272756619
610.8623579185131,615.176890486624
619.0779139531061,647.800066351668
559.1289357316554,594.2101601092776
621.9230617096044,626.4810676950531
630.7106539419046,599.0018935531816
625.9095267787155,643.4520731806643
610.6555343989263,552.6835272778291
599.1581765606016,617.1686290224717
638.4616654539637,641.3505374936751
666.4245815802636,608.927018887189
670.8742193319921,644.2151439011724
631.4939652092858,664.3949359688478
630.0612456552894,598.515951073271
613.4707829107462,549.1737838866268
535.4053614219661,618.4259581630207
606.7615451816814,640.0717156161793
565.9003131112372,629.4839077047451
574.2576449375446,637.7317233144747
592.3232251182486,655.0075018596411
610.6610793233193,640.7132592428093
604.5038152599816,604.6327756888272
660.7271560527498,578.5445783816745
640.2828181911065,602.5648386651048
602.8609453437832,659.2055813693229
640.9452962192892,553.3144654977116
574.0539259781793,655.96187547968
638.3835415986533,534.1933735103468
609.9662597971037,653.5844733960358
642.2291622885353,673.6567485742495
649.2718227262328,610.6833897856579
561.5437499070835,639.8153118055512
623.714927335909,665.1412056568294
613.8818178194925,667.3020308448326
558.3104014010687,647.7481399980574
663.4431898515033,630.1020435858647
601.188004733381,651.3518814975895
596.7585087857401,653.2629905137951
650.4579416504014,516.7154194008192
555.666871183874,643.1325126326253
658.3943701375474,575.2304583204505
633.0205192656248,646.5585253064203
656.2213705490869,644.4666056638455
648.2466111813885,537.1309410907113
571.7634200696101,647.6293241445119
665.6692680013285,636.59773113986
572.3219944474395,626.4457713812794
601.7498895439401,659.4667817916777
601.4143225455514,669.6005481114593
626.1559881293322,632.4228619924768
566.2552311168675,540.0967449214305
654.7089126807155,676.9428415741842
586.9737974186114,566.9381647539373
584.6391034971831,616.6655224685976
632.2116122531402,571.3080031690544
560.1075678864947,648.5449121619573
638.9959070763117,647.0366277681295
547.9270212192439,628.5884320439886
651.8524318199748,659.1844498728385
622.726238931373,643.0374944889621
592.750115227566,622.6940077512152
626.3278141126284,563.5457767186879
645.77077678899,623.3639932861563
655.9057762710814,645.352780347258
654.5637424488748,646.5021262909415
633.0760382018184,663.0217551346519
547.167597512138,681.3096057744336
584.413483618696,656.4615486516915
597.8612777485733,549.3898858043273
653.3453800585675,622.3696892250352
642.6247240395887,635.6515095955021
635.161068772963,658.9140049893665
634.7587134650639,561.1705055576148
660.2665467662958,610.1841812811081
645.362994134954,615.012769464188
635.5930209018475,646.0162265488574
544.530218070511,636.501364831305
558.1806262920508,547.9676041525593
599.5488836438867,650.9669242840146
652.8018076645861,634.5504196119714
638.3314524027305,583.6893532305161
614.5725413656555,610.3568121572545
634.5616370222479,641.9531782830461
665.3052507500588,569.8066976484167
563.8704530047913,659.877448134
648.1523528126788,576.3549518649031
622.2224502017879,618.3797057636951
557.5740152038611,652.3049251658002
618.1555899783491,625.4722124977757
602.9706578286576,619.4068988459487
659.0684147687415,599.9561731061438
529.8460277607867,619.5334371516317
621.9143194721278,670.4418362870487
583.7690425017666,543.2151232434487
525.5966414661557,634.8666382127233
599.8803290636445,645.5224037157758
615.8149694517454,643.5048662871704
632.865972456976,568.9107492781287
642.2388988144289,627.9304798479923
678.7911335524386,619.6018264249122
633.1061005236875,608.5974299672008
633.7372534633487,594.8701853226343
567.0233647301618,625.6470931148067
587.3423034998699,646.4545449922625
677.1279617198247,623.8860988570715
569.3906247320729,546.0745916052144
596.3656900071669,608.5039968869894
625.5403325602306,661.3846812176195
626.9287120541318,641.1257121211339
551.8986415271772,622.3164143520063
514.5402234412533,636.8883981634708
615.2621945150107,634.0492266307418
596.2381266358792,626.122823517808
667.8875726654448,604.0090289672669
594.4093945562781,629.2488474804115
611.5590318121556,630.4990692661225
631.273913090667,645.6111908990622
620.5672305193376,635.432539540973
633.6656974474753,592.0798850302133
612.560971052,649.233644256906
637.7203018744747,572.8797134731001
663.5315368762534,659.2566340526837
666.8243055737247,541.1403676891638
623.8147872021456,530.7468593518654
614.2174354864549,572.2769328572647
645.1856337802818,652.4728409071625
639.895218620999,670.2601283134584
573.9493996198694,522.2495775627455
616.3905515151173,627.8159203089585
626.2007075826676,662.1107557252278
636.1851703866957,673.8148543930214
582.6855605745384,636.8454414435766
592.2723956256644,595.8723476305887
565.1971068529599,603.1333317291295
627.1307054019748,639.5443525960754
623.4599607288038,670.4233730891308
631.9417510061222,589.902065902398
640.2873532105685,610.8640977973743
572.2364003006116,569.0178945080249
652.7271192770241,591.970119768985
632.6218931162388,591.4029017595296
595.4937437407627,623.3440061788785
624.9194186007259,641.0634217351937
579.978070085874,664.1294124545022
588.4169057066374,616.1745358064575
668.6930458886836,578.320868153024
631.5511975075317,620.5737525062211
573.1800129514818,660.0170633122781
636.5219980316884,662.8089812679516
644.6598047379715,657.4741329855023
636.8315390496099,639.6864763751386
626.7932786736711,619.5775772049705
557.4681293365322,669.9505373884144
616.5067144052999,644.6522712256613
595.053078752131,598.5919567531089
658.1727695725752,633.2219279601986
593.2845601700967,601.6470144380617
659.3806318818732,609.0808759290169
566.7493587667251,673.6236202782346
584.3585652304783,613.1283739643959
593.5351327699425,650.6317469577968
613.978516592815,627.0607508914978
576.5813629950248,546.6970707663656
628.8862172724293,613.1964627857656
651.4784280718623,632.2510359535594
567.3447144469411,638.4374395812976
648.1450014928415,555.1119086941837
660.0566564824676,612.9080719531041
632.7303376411572,634.1753671285095
631.5201759817901,644.940412925712
583.9882464888403,640.7369115089118
653.7493413783326,600.2084469346779
619.1938666180471,611.9128018269057
604.8426407248587,576.7643615628731
648.526365290121,634.4830399271611
634.9018110985801,649.9250909876431
656.103237449174,543.9778012416253
584.8528269696294,623.0192215282052
669.8241213522823,623.4997091807788
607.1914721844369,659.1370876430144
592.5081414842941,634.9300915126275
653.3838479387553,611.7451290194005
646.8340259879504,654.4028143252128
625.3372479788358,650.8965301731924
560.0854314055573,634.1661910557266
648.0515440286649,548.695296482095
611.1886254775314,557.9520147629507
595.1070822654486,649.4551449417977
560.2452849465977,667.1964913562227
640.7121325375498,602.3454359383031
594.9779198218782,652.3293241705203
581.0794998912163,596.0536958448317
596.7560571297871,601.5573024753628
672.6024855870173,590.2209513916783
653.5578185444904,638.9882621267502
608.7428786501572,499.09556387354644
670.6483443280318,531.5470389216046
657.8437113927914,555.600919069429
602.7946616722892,630.126526604846
608.1581836208189,638.068715526427
607.81905671623,615.505430076708
627.9898236604755,610.8999489940445
641.0974944472116,638.6410476239053
620.8900432330753,631.9374911602399
636.2646435288879,643.2672903121008
657.330711635027,571.4666077822233
648.3171277131356,575.5807610749573
614.7741047630793,630.714793862246
657.7812135189912,602.5364713749046
636.4891789019863,601.4267862425957
609.9663159595766,565.2386887621713
655.9839092638992,601.244966149839
600.5317096019146,623.5344310933109
608.1609134262487,636.6292262524466
642.030914662476,655.0687406167899
607.0474286834796,637.9520554601315
627.146937863852,654.927176385699
631.5939447495114,574.0156541284103
641.3268733413489,601.3957782580907
603.2821784818613,597.7139757007125
618.826882269683,632.4998860583771
542.8868948135391,607.8147000845066
596.8902872863451,617.8914755193051
